region_id,date,area_m2,will_process,status,skip_reason,timestamp
region4,2022-06-30,22477.7,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region4,2022-07-31,22477.7,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region4,2022-08-31,22477.7,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region4,2023-06-30,22477.7,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region4,2023-07-31,22477.7,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region4,2023-08-31,22477.7,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2019-06-30,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2019-07-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2019-08-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2020-06-30,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2020-07-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2020-08-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2021-06-30,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2021-07-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2021-08-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2022-06-30,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2022-07-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2022-08-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2023-06-30,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2023-07-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region5,2023-08-31,6503.72,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2019-06-30,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2019-07-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2019-08-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2020-06-30,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2020-07-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2020-08-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2021-06-30,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2021-07-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2021-08-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2022-06-30,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2022-07-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2022-08-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2023-06-30,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2023-07-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region6,2023-08-31,19116.32,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2019-06-30,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2019-07-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2019-08-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2020-06-30,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2020-07-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2020-08-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2021-06-30,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2021-07-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2021-08-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2022-06-30,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2022-07-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2022-08-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2023-06-30,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2023-07-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region7,2023-08-31,29843.5,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2019-06-30,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2019-07-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2019-08-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2020-06-30,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2020-07-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2020-08-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2021-06-30,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2021-07-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2021-08-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2022-06-30,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2022-07-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2022-08-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2023-06-30,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2023-07-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region8,2023-08-31,30458.06,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2019-06-30,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2019-07-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2019-08-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2020-06-30,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2020-07-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2020-08-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2021-06-30,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2021-07-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2021-08-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2022-06-30,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2022-07-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2022-08-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2023-06-30,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2023-07-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region9,2023-08-31,10847.28,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2019-06-30,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2019-07-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2019-08-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2020-06-30,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2020-07-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2020-08-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2021-06-30,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2021-07-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2021-08-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2022-06-30,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2022-07-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2022-08-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2023-06-30,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2023-07-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
region10,2023-08-31,21181.56,True,QUEUED,N/A,2026-02-05T10:08:38.167185
